DHB,population,latitude,longitude,date,total,new,active,recovered,deaths
Nelson Marlborough,150770,-41.58368707,172.86854267,30/04/2020,49,0,3,46,0
Nelson Marlborough,150770,-41.58368707,172.86854267,2/05/2020,49,0,3,46,0
Nelson Marlborough,150770,-41.58368707,172.86854267,3/05/2020,49,0,3,46,0
Nelson Marlborough,150770,-41.58368707,172.86854267,4/05/2020,49,0,3,46,0
Nelson Marlborough,150770,-41.58368707,172.86854267,5/05/2020,49,0,3,46,0
Nelson Marlborough,150770,-41.58368707,172.86854267,6/05/2020,49,0,3,46,0
Nelson Marlborough,150770,-41.58368707,172.86854267,7/05/2020,49,0,3,46,0
Nelson Marlborough,150770,-41.58368707,172.86854267,8/05/2020,49,0,3,46,0
Nelson Marlborough,150770,-41.58368707,172.86854267,9/05/2020,49,0,3,46,0
Nelson Marlborough,150770,-41.58368707,172.86854267,10/05/2020,49,0,2,47,0
Nelson Marlborough,150770,-41.58368707,172.86854267,11/05/2020,49,0,2,47,0
Nelson Marlborough,150770,-41.58368707,172.86854267,12/05/2020,49,0,2,47,0
Nelson Marlborough,150770,-41.58368707,172.86854267,13/05/2020,49,0,2,47,0
Nelson Marlborough,150770,-41.58368707,172.86854267,14/05/2020,49,0,0,49,0
Northland,179370,-35.3712702,173.7405337,28/05/2020,3,0,,,
Northland,179370,-35.3712702,173.7405337,26/03/2020,4,1,,,
Northland,179370,-35.3712702,173.7405337,27/03/2020,6,2,,,
Northland,179370,-35.3712702,173.7405337,28/03/2020,7,1,,,
Northland,179370,-35.3712702,173.7405337,29/03/2020,9,2,,,
Northland,179370,-35.3712702,173.7405337,30/03/2020,9,0,,,
Northland,179370,-35.3712702,173.7405337,31/03/2020,11,2,,,
Northland,179370,-35.3712702,173.7405337,1/04/2020,13,2,,,
Northland,179370,-35.3712702,173.7405337,2/04/2020,13,0,,,
Northland,179370,-35.3712702,173.7405337,3/04/2020,13,0,,,
Northland,179370,-35.3712702,173.7405337,4/04/2020,16,3,,,
Northland,179370,-35.3712702,173.7405337,5/04/2020,17,1,,,
Northland,179370,-35.3712702,173.7405337,6/04/2020,18,1,,,
Northland,179370,-35.3712702,173.7405337,7/04/2020,20,2,,,
Northland,179370,-35.3712702,173.7405337,8/04/2020,20,0,,,
Northland,179370,-35.3712702,173.7405337,9/04/2020,24,3,,,
Northland,179370,-35.3712702,173.7405337,10/04/2020,25,1,,,
Northland,179370,-35.3712702,173.7405337,11/04/2020,25,0,,,
Northland,179370,-35.3712702,173.7405337,12/04/2020,25,0,,,
Northland,179370,-35.3712702,173.7405337,13/04/2020,26,1,,,
Northland,179370,-35.3712702,173.7405337,14/04/2020,26,0,,,
Northland,179370,-35.3712702,173.7405337,15/04/2020,26,0,18,8,0
Northland,179370,-35.3712702,173.7405337,16/04/2020,26,0,17,9,0
Northland,179370,-35.3712702,173.7405337,17/04/2020,27,1,17,10,0
Northland,179370,-35.3712702,173.7405337,18/04/2020,27,0,17,10,0
Northland,179370,-35.3712702,173.7405337,19/04/2020,28,1,17,11,0
Northland,179370,-35.3712702,173.7405337,20/04/2020,27,-1,13,14,0
Northland,179370,-35.3712702,173.7405337,21/04/2020,27,0,13,14,0
Northland,179370,-35.3712702,173.7405337,22/04/2020,27,0,12,15,0
Northland,179370,-35.3712702,173.7405337,23/04/2020,27,0,12,15,0
Northland,179370,-35.3712702,173.7405337,24/04/2020,28,1,11,17,0
Northland,179370,-35.3712702,173.7405337,25/04/2020,28,0,11,17,0
Northland,179370,-35.3712702,173.7405337,25/04/2020,28,0,11,17,0
Northland,179370,-35.3712702,173.7405337,25/04/2020,28,0,11,17,0
Northland,179370,-35.3712702,173.7405337,26/04/2020,28,0,11,17,0
Northland,179370,-35.3712702,173.7405337,27/04/2020,28,0,6,22,0
Northland,179370,-35.3712702,173.7405337,28/04/2020,28,0,6,22,0
Northland,179370,-35.3712702,173.7405337,29/04/2020,28,0,5,23,0
Northland,179370,-35.3712702,173.7405337,30/04/2020,28,0,4,24,0
Northland,179370,-35.3712702,173.7405337,2/05/2020,28,0,4,24,0
Northland,179370,-35.3712702,173.7405337,3/05/2020,28,0,4,24,0
Northland,179370,-35.3712702,173.7405337,4/05/2020,28,0,4,24,0
Northland,179370,-35.3712702,173.7405337,5/05/2020,28,0,4,24,0
Northland,179370,-35.3712702,173.7405337,6/05/2020,28,0,4,24,0
Northland,179370,-35.3712702,173.7405337,7/05/2020,28,0,4,24,0
Northland,179370,-35.3712702,173.7405337,8/05/2020,28,0,1,27,0
Northland,179370,-35.3712702,173.7405337,9/05/2020,28,0,1,27,0
Northland,179370,-35.3712702,173.7405337,10/05/2020,28,0,1,27,0
Northland,179370,-35.3712702,173.7405337,11/05/2020,28,0,0,28,0
Northland,179370,-35.3712702,173.7405337,12/05/2020,28,0,0,28,0
Northland,179370,-35.3712702,173.7405337,13/05/2020,28,0,0,28,0
Northland,179370,-35.3712702,173.7405337,14/05/2020,28,0,0,28,0
South Canterbury,60220,-44.28091136,170.7304718,28/05/2020,2,0,,,
South Canterbury,60220,-44.28091136,170.7304718,26/03/2020,2,0,,,
South Canterbury,60220,-44.28091136,170.7304718,27/03/2020,3,1,,,
South Canterbury,60220,-44.28091136,170.7304718,28/03/2020,5,2,,,
South Canterbury,60220,-44.28091136,170.7304718,29/03/2020,7,2,,,
South Canterbury,60220,-44.28091136,170.7304718,30/03/2020,7,0,,,
South Canterbury,60220,-44.28091136,170.7304718,31/03/2020,10,3,,,
South Canterbury,60220,-44.28091136,170.7304718,1/04/2020,10,0,,,
South Canterbury,60220,-44.28091136,170.7304718,2/04/2020,10,0,,,
South Canterbury,60220,-44.28091136,170.7304718,3/04/2020,10,0,,,
South Canterbury,60220,-44.28091136,170.7304718,4/04/2020,10,0,,,
South Canterbury,60220,-44.28091136,170.7304718,5/04/2020,10,0,,,
South Canterbury,60220,-44.28091136,170.7304718,6/04/2020,10,0,,,
South Canterbury,60220,-44.28091136,170.7304718,7/04/2020,10,0,,,
South Canterbury,60220,-44.28091136,170.7304718,8/04/2020,10,0,,,
South Canterbury,60220,-44.28091136,170.7304718,9/04/2020,11,1,,,
South Canterbury,60220,-44.28091136,170.7304718,10/04/2020,11,0,,,
South Canterbury,60220,-44.28091136,170.7304718,11/04/2020,11,0,,,
South Canterbury,60220,-44.28091136,170.7304718,12/04/2020,11,0,,,
South Canterbury,60220,-44.28091136,170.7304718,13/04/2020,12,1,,,
South Canterbury,60220,-44.28091136,170.7304718,14/04/2020,13,1,,,
South Canterbury,60220,-44.28091136,170.7304718,15/04/2020,14,1,8,6,0
South Canterbury,60220,-44.28091136,170.7304718,16/04/2020,14,0,8,6,0
South Canterbury,60220,-44.28091136,170.7304718,17/04/2020,15,1,9,6,0
South Canterbury,60220,-44.28091136,170.7304718,18/04/2020,15,0,9,6,0
South Canterbury,60220,-44.28091136,170.7304718,19/04/2020,16,1,10,6,0
South Canterbury,60220,-44.28091136,170.7304718,20/04/2020,16,0,10,6,0
South Canterbury,60220,-44.28091136,170.7304718,21/04/2020,16,0,9,7,0
South Canterbury,60220,-44.28091136,170.7304718,22/04/2020,16,0,9,7,0
South Canterbury,60220,-44.28091136,170.7304718,23/04/2020,16,0,8,8,0
South Canterbury,60220,-44.28091136,170.7304718,24/04/2020,16,0,8,8,0
South Canterbury,60220,-44.28091136,170.7304718,25/04/2020,16,0,8,8,0
South Canterbury,60220,-44.28091136,170.7304718,25/04/2020,16,0,8,8,0
South Canterbury,60220,-44.28091136,170.7304718,25/04/2020,16,0,8,8,0
South Canterbury,60220,-44.28091136,170.7304718,26/04/2020,16,0,8,8,0
South Canterbury,60220,-44.28091136,170.7304718,27/04/2020,17,1,8,9,0
South Canterbury,60220,-44.28091136,170.7304718,28/04/2020,17,0,6,11,0
South Canterbury,60220,-44.28091136,170.7304718,29/04/2020,17,0,6,11,0
South Canterbury,60220,-44.28091136,170.7304718,30/04/2020,17,0,5,12,0
South Canterbury,60220,-44.28091136,170.7304718,2/05/2020,17,0,5,12,0
South Canterbury,60220,-44.28091136,170.7304718,3/05/2020,17,0,5,12,0
South Canterbury,60220,-44.28091136,170.7304718,4/05/2020,17,0,4,13,0
South Canterbury,60220,-44.28091136,170.7304718,5/05/2020,17,0,4,13,0
South Canterbury,60220,-44.28091136,170.7304718,6/05/2020,17,0,3,14,0
South Canterbury,60220,-44.28091136,170.7304718,7/05/2020,17,0,3,14,0
South Canterbury,60220,-44.28091136,170.7304718,8/05/2020,17,0,3,14,0
South Canterbury,60220,-44.28091136,170.7304718,9/05/2020,17,0,3,14,0
South Canterbury,60220,-44.28091136,170.7304718,10/05/2020,17,0,2,15,0
South Canterbury,60220,-44.28091136,170.7304718,11/05/2020,17,0,2,15,0
South Canterbury,60220,-44.28091136,170.7304718,12/05/2020,17,0,2,15,0
South Canterbury,60220,-44.28091136,170.7304718,13/05/2020,17,0,1,16,0
South Canterbury,60220,-44.28091136,170.7304718,14/05/2020,17,0,0,17,0
Southern,329890,-45.18866102,168.96183014,28/05/2020,31,0,,,
Southern,329890,-45.18866102,168.96183014,26/03/2020,39,8,,,
Southern,329890,-45.18866102,168.96183014,27/03/2020,59,20,,,
Southern,329890,-45.18866102,168.96183014,28/03/2020,70,11,,,
Southern,329890,-45.18866102,168.96183014,29/03/2020,83,13,,,
Southern,329890,-45.18866102,168.96183014,30/03/2020,98,15,,,
Southern,329890,-45.18866102,168.96183014,31/03/2020,108,10,,,
Southern,329890,-45.18866102,168.96183014,1/04/2020,132,24,,,
Southern,329890,-45.18866102,168.96183014,2/04/2020,132,0,,,
Southern,329890,-45.18866102,168.96183014,3/04/2020,151,19,,,
Southern,329890,-45.18866102,168.96183014,4/04/2020,160,9,,,
Southern,329890,-45.18866102,168.96183014,5/04/2020,177,17,,,
Southern,329890,-45.18866102,168.96183014,6/04/2020,187,10,,,
Southern,329890,-45.18866102,168.96183014,7/04/2020,195,8,,,
Southern,329890,-45.18866102,168.96183014,8/04/2020,200,5,,,
Southern,329890,-45.18866102,168.96183014,9/04/2020,202,2,,,
Southern,329890,-45.18866102,168.96183014,10/04/2020,207,5,,,
Southern,329890,-45.18866102,168.96183014,11/04/2020,206,-1,,,
Southern,329890,-45.18866102,168.96183014,12/04/2020,209,3,,,
Southern,329890,-45.18866102,168.96183014,13/04/2020,210,1,,,
Southern,329890,-45.18866102,168.96183014,14/04/2020,213,3,,,
Southern,329890,-45.18866102,168.96183014,15/04/2020,213,0,74,139,0
Southern,329890,-45.18866102,168.96183014,16/04/2020,214,1,67,147,0
Southern,329890,-45.18866102,168.96183014,17/04/2020,216,2,64,152,0
Southern,329890,-45.18866102,168.96183014,18/04/2020,216,0,62,154,0
Southern,329890,-45.18866102,168.96183014,19/04/2020,216,0,45,170,1
Southern,329890,-45.18866102,168.96183014,20/04/2020,216,0,36,179,1
Southern,329890,-45.18866102,168.96183014,21/04/2020,216,0,31,184,1
Southern,329890,-45.18866102,168.96183014,22/04/2020,216,0,26,188,2
Southern,329890,-45.18866102,168.96183014,23/04/2020,216,0,22,192,2
Southern,329890,-45.18866102,168.96183014,24/04/2020,216,0,21,193,2
Southern,329890,-45.18866102,168.96183014,25/04/2020,216,0,20,194,2
Southern,329890,-45.18866102,168.96183014,25/04/2020,216,0,20,194,2
Southern,329890,-45.18866102,168.96183014,25/04/2020,216,0,20,194,2
Southern,329890,-45.18866102,168.96183014,26/04/2020,216,0,16,198,2
Southern,329890,-45.18866102,168.96183014,27/04/2020,216,0,14,200,2
Southern,329890,-45.18866102,168.96183014,28/04/2020,216,0,13,201,2
Southern,329890,-45.18866102,168.96183014,29/04/2020,216,0,12,202,2
Southern,329890,-45.18866102,168.96183014,30/04/2020,216,0,9,205,2
Southern,329890,-45.18866102,168.96183014,2/05/2020,216,0,9,205,2
Southern,329890,-45.18866102,168.96183014,3/05/2020,216,0,9,205,2
Southern,329890,-45.18866102,168.96183014,4/05/2020,216,0,9,205,2
Southern,329890,-45.18866102,168.96183014,5/05/2020,216,0,9,205,2
Southern,329890,-45.18866102,168.96183014,6/05/2020,216,0,9,205,2
Southern,329890,-45.18866102,168.96183014,7/05/2020,216,0,7,207,2
Southern,329890,-45.18866102,168.96183014,8/05/2020,216,0,8,206,2
Southern,329890,-45.18866102,168.96183014,9/05/2020,216,0,6,208,2
Southern,329890,-45.18866102,168.96183014,10/05/2020,216,0,7,207,2
Southern,329890,-45.18866102,168.96183014,11/05/2020,216,0,7,207,2
Southern,329890,-45.18866102,168.96183014,12/05/2020,216,0,7,207,2
Southern,329890,-45.18866102,168.96183014,13/05/2020,216,0,7,207,2
Southern,329890,-45.18866102,168.96183014,14/05/2020,216,0,0,214,2
Tairāwhiti,49050,-38.3636801,178.028489,28/05/2020,0,0,,,
Tairāwhiti,49050,-38.3636801,178.028489,26/03/2020,1,1,,,
Tairāwhiti,49050,-38.3636801,178.028489,27/03/2020,1,0,,,
Tairāwhiti,49050,-38.3636801,178.028489,28/03/2020,1,0,,,
Tairāwhiti,49050,-38.3636801,178.028489,29/03/2020,1,0,,,
Tairāwhiti,49050,-38.3636801,178.028489,30/03/2020,1,0,,,
Tairāwhiti,49050,-38.3636801,178.028489,31/03/2020,1,0,,,
Tairāwhiti,49050,-38.3636801,178.028489,1/04/2020,1,0,,,
Tairāwhiti,49050,-38.3636801,178.028489,2/04/2020,1,0,,,
Tairāwhiti,49050,-38.3636801,178.028489,3/04/2020,1,0,,,
Tairāwhiti,49050,-38.3636801,178.028489,4/04/2020,1,0,,,
Tairāwhiti,49050,-38.3636801,178.028489,5/04/2020,1,0,,,
Tairāwhiti,49050,-38.3636801,178.028489,6/04/2020,1,0,,,
Tairāwhiti,49050,-38.3636801,178.028489,7/04/2020,1,0,,,
Tairāwhiti,49050,-38.3636801,178.028489,8/04/2020,1,0,,,
Tairāwhiti,49050,-38.3636801,178.028489,9/04/2020,1,0,,,
Tairāwhiti,49050,-38.3636801,178.028489,10/04/2020,1,0,,,
Tairāwhiti,49050,-38.3636801,178.028489,11/04/2020,1,0,,,
Tairāwhiti,49050,-38.3636801,178.028489,12/04/2020,1,0,,,
Tairāwhiti,49050,-38.3636801,178.028489,13/04/2020,3,2,,,
Tairāwhiti,49050,-38.3636801,178.028489,14/04/2020,3,0,,,
Tairāwhiti,49050,-38.3636801,178.028489,15/04/2020,4,1,4,0,0
Tairāwhiti,49050,-38.3636801,178.028489,16/04/2020,4,0,3,1,0
Tairāwhiti,49050,-38.3636801,178.028489,17/04/2020,4,0,3,1,0
Tairāwhiti,49050,-38.3636801,178.028489,18/04/2020,4,0,4,0,0
Tairāwhiti,49050,-38.3636801,178.028489,19/04/2020,4,0,3,1,0
Tairāwhiti,49050,-38.3636801,178.028489,20/04/2020,4,0,3,1,0
Tairāwhiti,49050,-38.3636801,178.028489,21/04/2020,4,0,3,1,0
Tairāwhiti,49050,-38.3636801,178.028489,22/04/2020,4,0,1,3,0
Tairāwhiti,49050,-38.3636801,178.028489,23/04/2020,4,0,1,3,0
Tairāwhiti,49050,-38.3636801,178.028489,24/04/2020,4,0,1,3,0
Tairāwhiti,49050,-38.3636801,178.028489,25/04/2020,4,0,1,3,0
Tairāwhiti,49050,-38.3636801,178.028489,25/04/2020,4,0,1,3,0
Tairāwhiti,49050,-38.3636801,178.028489,25/04/2020,4,0,1,3,0
Tairāwhiti,49050,-38.3636801,178.028489,26/04/2020,4,0,1,3,0
Tairāwhiti,49050,-38.3636801,178.028489,27/04/2020,4,0,0,4,0
Tairāwhiti,49050,-38.3636801,178.028489,28/04/2020,4,0,0,4,0
Tairāwhiti,49050,-38.3636801,178.028489,29/04/2020,4,0,0,4,0
Tairāwhiti,49050,-38.3636801,178.028489,30/04/2020,4,0,0,4,0
Tairāwhiti,49050,-38.3636801,178.028489,2/05/2020,4,0,0,4,0
Tairāwhiti,49050,-38.3636801,178.028489,3/05/2020,4,0,0,4,0
Tairāwhiti,49050,-38.3636801,178.028489,4/05/2020,4,0,0,4,0
Tairāwhiti,49050,-38.3636801,178.028489,5/05/2020,4,0,0,4,0
Tairāwhiti,49050,-38.3636801,178.028489,6/05/2020,4,0,0,4,0
Tairāwhiti,49050,-38.3636801,178.028489,7/05/2020,4,0,0,4,0
Tairāwhiti,49050,-38.3636801,178.028489,8/05/2020,4,0,0,4,0
Tairāwhiti,49050,-38.3636801,178.028489,9/05/2020,4,0,0,4,0
Tairāwhiti,49050,-38.3636801,178.028489,10/05/2020,4,0,0,4,0
Tairāwhiti,49050,-38.3636801,178.028489,11/05/2020,4,0,0,4,0
Tairāwhiti,49050,-38.3636801,178.028489,12/05/2020,4,0,0,4,0
Tairāwhiti,49050,-38.3636801,178.028489,13/05/2020,4,0,0,4,0
Tairāwhiti,49050,-38.3636801,178.028489,14/05/2020,4,0,0,4,0
Taranaki,120050,-39.2711067,174.154795,28/05/2020,6,0,,,
Taranaki,120050,-39.2711067,174.154795,26/03/2020,6,0,,,
Taranaki,120050,-39.2711067,174.154795,27/03/2020,8,2,,,
Taranaki,120050,-39.2711067,174.154795,28/03/2020,11,3,,,
Taranaki,120050,-39.2711067,174.154795,29/03/2020,11,0,,,
Taranaki,120050,-39.2711067,174.154795,30/03/2020,13,2,,,
Taranaki,120050,-39.2711067,174.154795,31/03/2020,14,1,,,
Taranaki,120050,-39.2711067,174.154795,1/04/2020,14,0,,,
Taranaki,120050,-39.2711067,174.154795,2/04/2020,14,0,,,
Taranaki,120050,-39.2711067,174.154795,3/04/2020,14,0,,,
Taranaki,120050,-39.2711067,174.154795,4/04/2020,14,0,,,
Taranaki,120050,-39.2711067,174.154795,5/04/2020,14,0,,,
Taranaki,120050,-39.2711067,174.154795,6/04/2020,14,0,,,
Taranaki,120050,-39.2711067,174.154795,7/04/2020,14,0,,,
Taranaki,120050,-39.2711067,174.154795,8/04/2020,14,0,,,
Taranaki,120050,-39.2711067,174.154795,9/04/2020,14,0,,,
Taranaki,120050,-39.2711067,174.154795,10/04/2020,14,0,,,
Taranaki,120050,-39.2711067,174.154795,11/04/2020,14,0,,,
Taranaki,120050,-39.2711067,174.154795,12/04/2020,14,0,,,
Taranaki,120050,-39.2711067,174.154795,13/04/2020,14,0,,,
Taranaki,120050,-39.2711067,174.154795,14/04/2020,14,0,,,
Taranaki,120050,-39.2711067,174.154795,15/04/2020,14,0,3,11,0
Taranaki,120050,-39.2711067,174.154795,16/04/2020,14,0,3,11,0
Taranaki,120050,-39.2711067,174.154795,17/04/2020,14,0,3,11,0
Taranaki,120050,-39.2711067,174.154795,18/04/2020,14,0,3,11,0
Taranaki,120050,-39.2711067,174.154795,19/04/2020,14,0,3,11,0
Taranaki,120050,-39.2711067,174.154795,20/04/2020,14,0,3,11,0
Taranaki,120050,-39.2711067,174.154795,21/04/2020,14,0,2,12,0
Taranaki,120050,-39.2711067,174.154795,22/04/2020,14,0,2,12,0
Taranaki,120050,-39.2711067,174.154795,23/04/2020,14,0,2,12,0
Taranaki,120050,-39.2711067,174.154795,24/04/2020,14,0,2,12,0
Taranaki,120050,-39.2711067,174.154795,25/04/2020,15,1,3,12,0
Taranaki,120050,-39.2711067,174.154795,25/04/2020,15,1,3,12,0
Taranaki,120050,-39.2711067,174.154795,25/04/2020,15,1,3,12,0
Taranaki,120050,-39.2711067,174.154795,26/04/2020,16,1,4,12,0
Taranaki,120050,-39.2711067,174.154795,27/04/2020,16,0,4,12,0
Taranaki,120050,-39.2711067,174.154795,28/04/2020,16,0,3,13,0
Taranaki,120050,-39.2711067,174.154795,29/04/2020,16,0,2,14,0
Taranaki,120050,-39.2711067,174.154795,30/04/2020,16,0,2,14,0
Taranaki,120050,-39.2711067,174.154795,2/05/2020,16,0,2,14,0
Taranaki,120050,-39.2711067,174.154795,3/05/2020,16,0,2,14,0
Taranaki,120050,-39.2711067,174.154795,4/05/2020,16,0,0,16,0
Taranaki,120050,-39.2711067,174.154795,5/05/2020,16,0,0,16,0
